# Mach-Number Intake,Mach-Number Outlet,temperature Intake,temperature Outlet,f,Mic1,Mic2,Mic3,Mic4,Mic5,Mic6,case
 (1.727916449308395386e-01+0.000000000000000000e+00j), (5.740011110901832581e-02+0.000000000000000000e+00j), (3.012489929199218750e+02+0.000000000000000000e+00j), (3.556428527832031250e+02+0.000000000000000000e+00j), (2.280000000000000000e+03+0.000000000000000000e+00j), (-2.107512578368186951e-02-3.735561622306704521e-03j), (-4.427863284945487976e-02-3.062137775123119354e-02j), (-2.156560774892568588e-03+5.862871184945106506e-02j), (3.569238586351275444e-03-9.825177490711212158e-03j), (-3.311528591439127922e-03+2.707883249968290329e-03j), (-1.753601827658712864e-03+2.703548874706029892e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727916449308395386e-01+0.000000000000000000e+00j), (5.740011110901832581e-02+0.000000000000000000e+00j), (3.012489929199218750e+02+0.000000000000000000e+00j), (3.556428527832031250e+02+0.000000000000000000e+00j), (2.280000000000000000e+03+0.000000000000000000e+00j), (6.534564308822154999e-04-2.339050261070951819e-04j), (-2.593081153463572264e-04-6.859448039904236794e-04j), (-7.925381069071590900e-04+3.611694555729627609e-04j), (4.821022041141986847e-03-1.316220499575138092e-02j), (1.168809551745653152e-02+1.351192314177751541e-02j), (-1.041946839541196823e-02-1.404478680342435837e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727916449308395386e-01+0.000000000000000000e+00j), (5.740011110901832581e-02+0.000000000000000000e+00j), (3.012489929199218750e+02+0.000000000000000000e+00j), (3.556428527832031250e+02+0.000000000000000000e+00j), (2.280000000000000000e+03+0.000000000000000000e+00j), (6.752905901521444321e-04-9.226253605447709560e-04j), (-7.955076289363205433e-04-4.985469859093427658e-04j), (-6.184363737702369690e-04+9.905047481879591942e-04j), (1.011044904589653015e-02-1.488389819860458374e-02j), (1.050115656107664108e-02+1.854784972965717316e-02j), (-9.920749813318252563e-03-1.934887282550334930e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725434511899948120e-01+0.000000000000000000e+00j), (5.694944784045219421e-02+0.000000000000000000e+00j), (3.012331848144531250e+02+0.000000000000000000e+00j), (3.555803527832031250e+02+0.000000000000000000e+00j), (2.290000000000000000e+03+0.000000000000000000e+00j), (-1.106943935155868530e-03+1.725946925580501556e-02j), (-1.368759945034980774e-02+3.212621808052062988e-02j), (3.995447233319282532e-02-6.943105254322290421e-03j), (-7.336118258535861969e-03-1.503616949776187539e-04j), (1.991398166865110397e-03+1.545158214867115021e-03j), (2.510565100237727165e-03+8.207406499423086643e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725434511899948120e-01+0.000000000000000000e+00j), (5.694944784045219421e-02+0.000000000000000000e+00j), (3.012331848144531250e+02+0.000000000000000000e+00j), (3.555803527832031250e+02+0.000000000000000000e+00j), (2.290000000000000000e+03+0.000000000000000000e+00j), (-2.572426199913024902e-02+3.106186864897608757e-03j), (-5.162898451089859009e-02-1.093120221048593521e-02j), (2.130325511097908020e-02+5.737161263823509216e-02j), (-2.114319708198308945e-03-1.070562843233346939e-02j), (-1.573904650285840034e-03+3.426480339840054512e-03j), (-3.785148146562278271e-04+3.949096892029047012e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725434511899948120e-01+0.000000000000000000e+00j), (5.694944784045219421e-02+0.000000000000000000e+00j), (3.012331848144531250e+02+0.000000000000000000e+00j), (3.555803527832031250e+02+0.000000000000000000e+00j), (2.290000000000000000e+03+0.000000000000000000e+00j), (9.112212137551978230e-05-8.839311776682734489e-04j), (-1.051053171977400780e-03+6.066708738217130303e-05j), (5.523010258912108839e-05+1.032019266858696938e-03j), (2.465131459757685661e-03-1.396705210208892822e-02j), (1.524102315306663513e-02+9.331234730780124664e-03j), (-1.480445638298988342e-02-1.133217010647058487e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.725434511899948120e-01+0.000000000000000000e+00j), (5.694944784045219421e-02+0.000000000000000000e+00j), (3.012331848144531250e+02+0.000000000000000000e+00j), (3.555803527832031250e+02+0.000000000000000000e+00j), (2.290000000000000000e+03+0.000000000000000000e+00j), (5.521322600543498993e-04-1.076309010386466980e-03j), (-1.323992735706269741e-03-5.675364518538117409e-04j), (-5.001509562134742737e-04+1.309281447902321815e-03j), (7.683925796300172806e-03-1.623829267919063568e-02j), (1.463415194302797318e-02+1.605300977826118469e-02j), (-1.384369563311338425e-02-1.790465600788593292e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728498339653015137e-01+0.000000000000000000e+00j), (5.749174579977989197e-02+0.000000000000000000e+00j), (3.012487487792968750e+02+0.000000000000000000e+00j), (3.555833740234375000e+02+0.000000000000000000e+00j), (2.300000000000000000e+03+0.000000000000000000e+00j), (1.587105914950370789e-02+1.735884509980678558e-02j), (1.408724207431077957e-02+2.624413184821605682e-02j), (1.890205964446067810e-02-3.489346802234649658e-02j), (-2.088116481900215149e-03+7.073464337736368179e-03j), (1.627701683901250362e-03-2.679234894458204508e-04j), (2.225327072665095329e-03-2.930700313299894333e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728498339653015137e-01+0.000000000000000000e+00j), (5.749174579977989197e-02+0.000000000000000000e+00j), (3.012487487792968750e+02+0.000000000000000000e+00j), (3.555833740234375000e+02+0.000000000000000000e+00j), (2.300000000000000000e+03+0.000000000000000000e+00j), (-2.307387813925743103e-02+2.497272379696369171e-02j), (-3.640501573681831360e-02+2.457209676504135132e-02j), (5.352704599499702454e-02+2.277534268796443939e-02j), (-1.038257777690887451e-02-8.665109635330736637e-04j), (8.119798148982226849e-04+2.192657673731446266e-03j), (4.709646105766296387e-03+2.334263641387224197e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728498339653015137e-01+0.000000000000000000e+00j), (5.749174579977989197e-02+0.000000000000000000e+00j), (3.012487487792968750e+02+0.000000000000000000e+00j), (3.555833740234375000e+02+0.000000000000000000e+00j), (2.300000000000000000e+03+0.000000000000000000e+00j), (-3.787206078413873911e-04-6.783211138099431992e-04j), (-7.865690859034657478e-04+8.435019990429282188e-04j), (9.061126620508730412e-04+6.107831723056733608e-04j), (-1.172723365016281605e-03-1.606366597115993500e-02j), (1.650614477694034576e-02+4.750685766339302063e-03j), (-1.750117726624011993e-02-6.438699550926685333e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728498339653015137e-01+0.000000000000000000e+00j), (5.749174579977989197e-02+0.000000000000000000e+00j), (3.012487487792968750e+02+0.000000000000000000e+00j), (3.555833740234375000e+02+0.000000000000000000e+00j), (2.300000000000000000e+03+0.000000000000000000e+00j), (-4.209908074699342251e-04-5.981164285913109779e-04j), (-7.956280023790895939e-04+7.201003609225153923e-04j), (8.098786347545683384e-04+5.768683622591197491e-04j), (3.749582450836896896e-03-1.976597681641578674e-02j), (1.835029758512973785e-02+1.226144935935735703e-02j), (-1.840876787900924683e-02-1.440249849110841751e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724063754081726074e-01+0.000000000000000000e+00j), (5.552408844232559204e-02+0.000000000000000000e+00j), (2.988310546875000000e+02+0.000000000000000000e+00j), (3.526669006347656250e+02+0.000000000000000000e+00j), (2.310000000000000000e+03+0.000000000000000000e+00j), (1.841153576970100403e-02+1.516859512776136398e-02j), (1.633678935468196869e-02+2.064295858144760132e-02j), (1.148319337517023087e-02-3.496395424008369446e-02j), (8.904353599064052105e-04+7.165745832026004791e-03j), (1.431871205568313599e-03-3.977250889874994755e-04j), (1.056808512657880783e-03-3.922950942069292068e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724063754081726074e-01+0.000000000000000000e+00j), (5.552408844232559204e-02+0.000000000000000000e+00j), (2.988310546875000000e+02+0.000000000000000000e+00j), (3.526669006347656250e+02+0.000000000000000000e+00j), (2.310000000000000000e+03+0.000000000000000000e+00j), (-2.018961869180202484e-02+2.821284905076026917e-02j), (-2.825669385492801666e-02+2.496371604502201080e-02j), (5.103430896997451782e-02+1.336788199841976166e-02j), (-9.534641169011592865e-03+1.361683709546923637e-03j), (5.233681877143681049e-04+2.013221150264143944e-03j), (5.265516694635152817e-03+1.324783312156796455e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724063754081726074e-01+0.000000000000000000e+00j), (5.552408844232559204e-02+0.000000000000000000e+00j), (2.988310546875000000e+02+0.000000000000000000e+00j), (3.526669006347656250e+02+0.000000000000000000e+00j), (2.310000000000000000e+03+0.000000000000000000e+00j), (-4.725345643237233162e-04-4.003383510280400515e-04j), (-3.734432684723287821e-04+9.263656102120876312e-04j), (8.139385608956217766e-04+1.754910335876047611e-04j), (-2.792147221043705940e-03-1.666833832859992981e-02j), (1.791467517614364624e-02+2.389878034591674805e-03j), (-1.948385499417781830e-02-4.736991599202156067e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.724063754081726074e-01+0.000000000000000000e+00j), (5.552408844232559204e-02+0.000000000000000000e+00j), (2.988310546875000000e+02+0.000000000000000000e+00j), (3.526669006347656250e+02+0.000000000000000000e+00j), (2.310000000000000000e+03+0.000000000000000000e+00j), (-4.048190021421760321e-04-6.242767558433115482e-04j), (-8.911415352486073971e-04+9.925935883074998856e-04j), (1.060114824213087559e-03+5.488882889039814472e-04j), (1.574385445564985275e-03-2.180016040802001953e-02j), (2.062060125172138214e-02+9.102467447519302368e-03j), (-2.179314941167831421e-02-1.170301903039216995e-02j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726553291082382202e-01+0.000000000000000000e+00j), (5.682481825351715088e-02+0.000000000000000000e+00j), (3.012921447753906250e+02+0.000000000000000000e+00j), (3.556712341308593750e+02+0.000000000000000000e+00j), (2.320000000000000000e+03+0.000000000000000000e+00j), (2.694603800773620605e-02-5.213187541812658310e-04j), (1.772125437855720520e-02+4.695320036262273788e-03j), (-1.113618258386850357e-02-2.744871191680431366e-02j), (5.856198258697986603e-03+8.249006932601332664e-04j), (1.512313494458794594e-03-1.297096372582018375e-03j), (-3.993037622421979904e-03-2.272214507684111595e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726553291082382202e-01+0.000000000000000000e+00j), (5.682481825351715088e-02+0.000000000000000000e+00j), (3.012921447753906250e+02+0.000000000000000000e+00j), (3.556712341308593750e+02+0.000000000000000000e+00j), (2.320000000000000000e+03+0.000000000000000000e+00j), (-1.952752121724188328e-03+3.791673481464385986e-02j), (-8.415111340582370758e-03+2.435264922678470612e-02j), (3.945650905370712280e-02-1.284328289330005646e-02j), (-1.503888401202857494e-03+8.114283904433250427e-03j), (1.721977372653782368e-03+2.163118449971079826e-03j), (3.463068744167685509e-03-5.436130333691835403e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726553291082382202e-01+0.000000000000000000e+00j), (5.682481825351715088e-02+0.000000000000000000e+00j), (3.012921447753906250e+02+0.000000000000000000e+00j), (3.556712341308593750e+02+0.000000000000000000e+00j), (2.320000000000000000e+03+0.000000000000000000e+00j), (-7.763383910059928894e-04-2.333384691155515611e-05j), (5.301968776620924473e-04+8.635937119834125042e-04j), (5.655920831486582756e-04-5.758519400842487812e-04j), (-8.956434205174446106e-03-1.728893071413040161e-02j), (1.859259605407714844e-02-2.085541142150759697e-03j), (-2.044594101607799530e-02+4.598092928063124418e-04j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.726553291082382202e-01+0.000000000000000000e+00j), (5.682481825351715088e-02+0.000000000000000000e+00j), (3.012921447753906250e+02+0.000000000000000000e+00j), (3.556712341308593750e+02+0.000000000000000000e+00j), (2.320000000000000000e+03+0.000000000000000000e+00j), (-1.084007788449525833e-03-3.012954257428646088e-04j), (5.575920804403722286e-04+1.398443011566996574e-03j), (1.035222318023443222e-03-7.241020794026553631e-04j), (-7.722999900579452515e-03-2.409306168556213379e-02j), (2.319822087883949280e-02+1.466904883272945881e-03j), (-2.530450932681560516e-02-3.241298953071236610e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728486120700836182e-01+0.000000000000000000e+00j), (5.747939273715019226e-02+0.000000000000000000e+00j), (3.013290100097656250e+02+0.000000000000000000e+00j), (3.557320556640625000e+02+0.000000000000000000e+00j), (2.330000000000000000e+03+0.000000000000000000e+00j), (2.678164839744567871e-02-1.034934259951114655e-02j), (1.600295677781105042e-02-1.095716288546100259e-04j), (-1.777848228812217712e-02-2.066136151552200317e-02j), (5.644911434501409531e-03-2.467485843226313591e-03j), (1.300660311244428158e-03-2.454007975757122040e-03j), (-5.558873992413282394e-03+2.063432621071115136e-04j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728486120700836182e-01+0.000000000000000000e+00j), (5.747939273715019226e-02+0.000000000000000000e+00j), (3.013290100097656250e+02+0.000000000000000000e+00j), (3.557320556640625000e+02+0.000000000000000000e+00j), (2.330000000000000000e+03+0.000000000000000000e+00j), (1.488519087433815002e-02+3.709831833839416504e-02j), (4.883882356807589531e-04+2.217294834554195404e-02j), (2.808196656405925751e-02-2.500893548130989075e-02j), (3.538743825629353523e-03+7.688750512897968292e-03j), (3.384525189176201820e-03+1.669366611167788506e-03j), (-4.434122238308191299e-04-7.661536335945129395e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728486120700836182e-01+0.000000000000000000e+00j), (5.747939273715019226e-02+0.000000000000000000e+00j), (3.013290100097656250e+02+0.000000000000000000e+00j), (3.557320556640625000e+02+0.000000000000000000e+00j), (2.330000000000000000e+03+0.000000000000000000e+00j), (-6.098435260355472565e-04+6.558358436450362206e-04j), (1.026795594953000546e-03+1.506656735728029162e-05j), (-1.074840693036094308e-04-7.457762258127331734e-04j), (-1.594314537942409515e-02-1.461537927389144897e-02j), (1.617966219782829285e-02-7.306903135031461716e-03j), (-1.792689785361289978e-02+7.489543408155441284e-03j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.728486120700836182e-01+0.000000000000000000e+00j), (5.747939273715019226e-02+0.000000000000000000e+00j), (3.013290100097656250e+02+0.000000000000000000e+00j), (3.557320556640625000e+02+0.000000000000000000e+00j), (2.330000000000000000e+03+0.000000000000000000e+00j), (-1.306040212512016296e-03+4.553148464765399694e-04j), (1.312174135819077492e-03+8.621885790489614010e-04j), (3.921896568499505520e-04-1.158342580311000347e-03j), (-1.230368204414844513e-02-2.524688094854354858e-02j), (2.293038927018642426e-02-1.099155866540968418e-03j), (-2.517754957079887390e-02+5.497186793945729733e-04j), (3.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727036088705062866e-01+0.000000000000000000e+00j), (5.675197020173072815e-02+0.000000000000000000e+00j), (3.012950134277343750e+02+0.000000000000000000e+00j), (3.557420654296875000e+02+0.000000000000000000e+00j), (2.340000000000000000e+03+0.000000000000000000e+00j), (1.444299519062042236e-02-3.736021369695663452e-02j), (1.087752543389797211e-02-5.611597560346126556e-03j), (-2.363175153732299805e-02-3.397423308342695236e-03j), (-1.602327683940529823e-03-5.076524335891008377e-03j), (-3.614034736528992653e-03-3.199993399903178215e-03j), (1.151324904640205204e-04+7.204264402389526367e-03j), (0.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727036088705062866e-01+0.000000000000000000e+00j), (5.675197020173072815e-02+0.000000000000000000e+00j), (3.012950134277343750e+02+0.000000000000000000e+00j), (3.557420654296875000e+02+0.000000000000000000e+00j), (2.340000000000000000e+03+0.000000000000000000e+00j), (4.145934805274009705e-02+3.435787931084632874e-02j), (2.445085905492305756e-03+1.584649831056594849e-02j), (1.403031870722770691e-02-2.845711819827556610e-02j), (6.695604883134365082e-03+3.042349999304860830e-04j), (5.350415129214525223e-03-2.920544939115643501e-03j), (-8.510644547641277313e-03-2.954080933704972267e-03j), (1.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727036088705062866e-01+0.000000000000000000e+00j), (5.675197020173072815e-02+0.000000000000000000e+00j), (3.012950134277343750e+02+0.000000000000000000e+00j), (3.557420654296875000e+02+0.000000000000000000e+00j), (2.340000000000000000e+03+0.000000000000000000e+00j), (5.102217255625873804e-05+1.211542752571403980e-03j), (8.956599631346762180e-04-5.227368092164397240e-04j), (-5.863672122359275818e-04-7.188239833340048790e-04j), (-2.152599021792411804e-02-5.975251551717519760e-03j), (1.308109331876039505e-02-1.070590410381555557e-02j), (-1.306061726063489914e-02+1.029559690505266190e-02j), (2.000000000000000000e+00+0.000000000000000000e+00j)
 (1.727036088705062866e-01+0.000000000000000000e+00j), (5.675197020173072815e-02+0.000000000000000000e+00j), (3.012950134277343750e+02+0.000000000000000000e+00j), (3.557420654296875000e+02+0.000000000000000000e+00j), (2.340000000000000000e+03+0.000000000000000000e+00j), (-6.574375438503921032e-04+1.778452424332499504e-03j), (1.391523866914212704e-03-3.359802067279815674e-04j), (-4.056848410982638597e-04-1.146390335634350777e-03j), (-2.215579524636268616e-02-1.703321002423763275e-02j), (2.171930484473705292e-02-6.324307061731815338e-03j), (-2.132891491055488586e-02+4.996180534362792969e-03j), (3.000000000000000000e+00+0.000000000000000000e+00j)
